sample_id,exp_id,assay_id,assay_index,global_index,label,magnification,channel_name,sequence,z_plane,well_diameter_um,x_fov,y_fov,r_fov,x,y,r,filepath
5738_0000_004394,exp-20260310120827-5738,assay-20260310120944-3366,0,4394,live,4.0,BF,0,0,30.0,5047.0,876.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_004394.png
5738_0000_004401,exp-20260310120827-5738,assay-20260310120944-3366,0,4401,dead,4.0,BF,0,0,30.0,4608.0,925.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_004401.png
5738_0000_004438,exp-20260310120827-5738,assay-20260310120944-3366,0,4438,live,4.0,BF,0,0,30.0,4227.0,1078.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_004438.png
5738_0000_004444,exp-20260310120827-5738,assay-20260310120944-3366,0,4444,dead,4.0,BF,0,0,30.0,4579.0,1078.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_004444.png
5738_0000_008612,exp-20260310120827-5738,assay-20260310120944-3366,0,8612,live,4.0,BF,0,0,30.0,3992.0,1485.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_008612.png
5738_0000_008687,exp-20260310120827-5738,assay-20260310120944-3366,0,8687,live,4.0,BF,0,0,30.0,3289.0,1791.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_008687.png
5738_0000_008703,exp-20260310120827-5738,assay-20260310120944-3366,0,8703,dead,4.0,BF,0,0,30.0,3377.0,1842.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_008703.png
5738_0000_008741,exp-20260310120827-5738,assay-20260310120944-3366,0,8741,live,4.0,BF,0,0,30.0,4872.0,1231.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_008741.png
5738_0000_008753,exp-20260310120827-5738,assay-20260310120944-3366,0,8753,live,4.0,BF,0,0,30.0,4725.0,1283.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_008753.png
5738_0000_008823,exp-20260310120827-5738,assay-20260310120944-3366,0,8823,live,4.0,BF,0,0,30.0,4579.0,1536.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_008823.png
5738_0000_008838,exp-20260310120827-5738,assay-20260310120944-3366,0,8838,live,4.0,BF,0,0,30.0,4608.0,1587.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_008838.png
5738_0000_008841,exp-20260310120827-5738,assay-20260310120944-3366,0,8841,live,4.0,BF,0,0,30.0,4784.0,1587.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_008841.png
5738_0000_008886,exp-20260310120827-5738,assay-20260310120944-3366,0,8886,live,4.0,BF,0,0,30.0,4872.0,1739.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_008886.png
5738_0000_013252,exp-20260310120827-5738,assay-20260310120944-3366,0,13252,live,4.0,BF,0,0,30.0,4960.0,2143.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_013252.png
5738_0000_017634,exp-20260310120827-5738,assay-20260310120944-3366,0,17634,dead,4.0,BF,0,0,30.0,3319.0,3363.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_017634.png
5738_0000_017786,exp-20260310120827-5738,assay-20260310120944-3366,0,17786,dead,4.0,BF,0,0,30.0,4696.0,3160.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_017786.png
5738_0000_021975,exp-20260310120827-5738,assay-20260310120944-3366,0,21975,live,4.0,BF,0,0,30.0,3641.0,3666.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_021975.png
5738_0000_022043,exp-20260310120827-5738,assay-20260310120944-3366,0,22043,dead,4.0,BF,0,0,30.0,3377.0,3919.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_022043.png
5738_0000_044684,exp-20260310120827-5738,assay-20260310120944-3366,0,44684,dead,4.0,BF,0,0,30.0,836.0,546.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_044684.png
5738_0000_044696,exp-20260310120827-5738,assay-20260310120944-3366,0,44696,dead,4.0,BF,0,0,30.0,690.0,597.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_044696.png
5738_0000_044700,exp-20260310120827-5738,assay-20260310120944-3366,0,44700,live,4.0,BF,0,0,30.0,924.0,597.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_044700.png
5738_0000_044701,exp-20260310120827-5738,assay-20260310120944-3366,0,44701,dead,4.0,BF,0,0,30.0,983.0,597.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_044701.png
5738_0000_044709,exp-20260310120827-5738,assay-20260310120944-3366,0,44709,live,4.0,BF,0,0,30.0,602.0,650.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_044709.png
5738_0000_044714,exp-20260310120827-5738,assay-20260310120944-3366,0,44714,live,4.0,BF,0,0,30.0,895.0,649.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_044714.png
5738_0000_044717,exp-20260310120827-5738,assay-20260310120944-3366,0,44717,live,4.0,BF,0,0,30.0,1070.0,649.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_044717.png
5738_0000_044746,exp-20260310120827-5738,assay-20260310120944-3366,0,44746,live,4.0,BF,0,0,30.0,1070.0,750.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_044746.png
5738_0000_044755,exp-20260310120827-5738,assay-20260310120944-3366,0,44755,dead,4.0,BF,0,0,30.0,748.0,801.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_044755.png
5738_0000_044765,exp-20260310120827-5738,assay-20260310120944-3366,0,44765,dead,4.0,BF,0,0,30.0,484.0,851.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_044765.png
5738_0000_044792,exp-20260310120827-5738,assay-20260310120944-3366,0,44792,dead,4.0,BF,0,0,30.0,367.0,954.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_044792.png
5738_0000_044807,exp-20260310120827-5738,assay-20260310120944-3366,0,44807,live,4.0,BF,0,0,30.0,397.0,1004.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_044807.png
5738_0000_044809,exp-20260310120827-5738,assay-20260310120944-3366,0,44809,dead,4.0,BF,0,0,30.0,513.0,1004.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_044809.png
5738_0000_044810,exp-20260310120827-5738,assay-20260310120944-3366,0,44810,dead,4.0,BF,0,0,30.0,573.0,1004.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_044810.png
5738_0000_044811,exp-20260310120827-5738,assay-20260310120944-3366,0,44811,dead,4.0,BF,0,0,30.0,631.0,1004.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_044811.png
5738_0000_044827,exp-20260310120827-5738,assay-20260310120944-3366,0,44827,live,4.0,BF,0,0,30.0,719.0,1055.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_044827.png
5738_0000_044848,exp-20260310120827-5738,assay-20260310120944-3366,0,44848,dead,4.0,BF,0,0,30.0,1100.0,1105.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_044848.png
5738_0000_044894,exp-20260310120827-5738,assay-20260310120944-3366,0,44894,dead,4.0,BF,0,0,30.0,1363.0,597.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_044894.png
5738_0000_044910,exp-20260310120827-5738,assay-20260310120944-3366,0,44910,live,4.0,BF,0,0,30.0,1452.0,649.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_044910.png
5738_0000_044914,exp-20260310120827-5738,assay-20260310120944-3366,0,44914,live,4.0,BF,0,0,30.0,1686.0,649.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_044914.png
5738_0000_044931,exp-20260310120827-5738,assay-20260310120944-3366,0,44931,dead,4.0,BF,0,0,30.0,1832.0,698.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_044931.png
5738_0000_044983,exp-20260310120827-5738,assay-20260310120944-3366,0,44983,dead,4.0,BF,0,0,30.0,1481.0,902.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_044983.png
5738_0000_044988,exp-20260310120827-5738,assay-20260310120944-3366,0,44988,live,4.0,BF,0,0,30.0,1774.0,902.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_044988.png
5738_0000_045000,exp-20260310120827-5738,assay-20260310120944-3366,0,45000,dead,4.0,BF,0,0,30.0,1628.0,953.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045000.png
5738_0000_045027,exp-20260310120827-5738,assay-20260310120944-3366,0,45027,dead,4.0,BF,0,0,30.0,1510.0,1054.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045027.png
5738_0000_045029,exp-20260310120827-5738,assay-20260310120944-3366,0,45029,dead,4.0,BF,0,0,30.0,1628.0,1054.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045029.png
5738_0000_045047,exp-20260310120827-5738,assay-20260310120944-3366,0,45047,dead,4.0,BF,0,0,30.0,1833.0,1104.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045047.png
5738_0000_045106,exp-20260310120827-5738,assay-20260310120944-3366,0,45106,dead,4.0,BF,0,0,30.0,2858.0,596.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045106.png
5738_0000_045123,exp-20260310120827-5738,assay-20260310120944-3366,0,45123,dead,4.0,BF,0,0,30.0,3005.0,648.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045123.png
5738_0000_045131,exp-20260310120827-5738,assay-20260310120944-3366,0,45131,dead,4.0,BF,0,0,30.0,2624.0,698.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045131.png
5738_0000_045142,exp-20260310120827-5738,assay-20260310120944-3366,0,45142,dead,4.0,BF,0,0,30.0,2418.0,749.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045142.png
5738_0000_045157,exp-20260310120827-5738,assay-20260310120944-3366,0,45157,dead,4.0,BF,0,0,30.0,2448.0,800.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045157.png
5738_0000_045179,exp-20260310120827-5738,assay-20260310120944-3366,0,45179,live,4.0,BF,0,0,30.0,2887.0,850.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045179.png
5738_0000_045181,exp-20260310120827-5738,assay-20260310120944-3366,0,45181,dead,4.0,BF,0,0,30.0,3005.0,850.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045181.png
5738_0000_045198,exp-20260310120827-5738,assay-20260310120944-3366,0,45198,dead,4.0,BF,0,0,30.0,2301.0,953.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045198.png
5738_0000_045237,exp-20260310120827-5738,assay-20260310120944-3366,0,45237,dead,4.0,BF,0,0,30.0,2887.0,1054.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045237.png
5738_0000_045246,exp-20260310120827-5738,assay-20260310120944-3366,0,45246,dead,4.0,BF,0,0,30.0,2565.0,1104.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045246.png
5738_0000_045260,exp-20260310120827-5738,assay-20260310120944-3366,0,45260,dead,4.0,BF,0,0,30.0,2536.0,1155.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045260.png
5738_0000_045272,exp-20260310120827-5738,assay-20260310120944-3366,0,45272,dead,4.0,BF,0,0,30.0,3356.0,496.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045272.png
5738_0000_045290,exp-20260310120827-5738,assay-20260310120944-3366,0,45290,live,4.0,BF,0,0,30.0,3562.0,545.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045290.png
5738_0000_045305,exp-20260310120827-5738,assay-20260310120944-3366,0,45305,live,4.0,BF,0,0,30.0,3591.0,596.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045305.png
5738_0000_045350,exp-20260310120827-5738,assay-20260310120944-3366,0,45350,dead,4.0,BF,0,0,30.0,3679.0,748.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045350.png
5738_0000_045353,exp-20260310120827-5738,assay-20260310120944-3366,0,45353,live,4.0,BF,0,0,30.0,3855.0,748.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045353.png
5738_0000_045354,exp-20260310120827-5738,assay-20260310120944-3366,0,45354,live,4.0,BF,0,0,30.0,3913.0,748.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045354.png
5738_0000_045361,exp-20260310120827-5738,assay-20260310120944-3366,0,45361,live,4.0,BF,0,0,30.0,3474.0,800.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045361.png
5738_0000_045366,exp-20260310120827-5738,assay-20260310120944-3366,0,45366,live,4.0,BF,0,0,30.0,3767.0,799.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045366.png
5738_0000_045369,exp-20260310120827-5738,assay-20260310120944-3366,0,45369,live,4.0,BF,0,0,30.0,3942.0,799.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045369.png
5738_0000_045373,exp-20260310120827-5738,assay-20260310120944-3366,0,45373,dead,4.0,BF,0,0,30.0,3327.0,850.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045373.png
5738_0000_045384,exp-20260310120827-5738,assay-20260310120944-3366,0,45384,live,4.0,BF,0,0,30.0,3972.0,849.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045384.png
5738_0000_045387,exp-20260310120827-5738,assay-20260310120944-3366,0,45387,live,4.0,BF,0,0,30.0,3298.0,901.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045387.png
5738_0000_045391,exp-20260310120827-5738,assay-20260310120944-3366,0,45391,live,4.0,BF,0,0,30.0,3533.0,901.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045391.png
5738_0000_045444,exp-20260310120827-5738,assay-20260310120944-3366,0,45444,dead,4.0,BF,0,0,30.0,3240.0,1104.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045444.png
5738_0000_045449,exp-20260310120827-5738,assay-20260310120944-3366,0,45449,live,4.0,BF,0,0,30.0,3533.0,1103.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045449.png
5738_0000_045514,exp-20260310120827-5738,assay-20260310120944-3366,0,45514,live,4.0,BF,0,0,30.0,4910.0,595.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045514.png
5738_0000_045549,exp-20260310120827-5738,assay-20260310120944-3366,0,45549,live,4.0,BF,0,0,30.0,4412.0,748.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045549.png
5738_0000_045551,exp-20260310120827-5738,assay-20260310120944-3366,0,45551,live,4.0,BF,0,0,30.0,4528.0,748.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045551.png
5738_0000_045559,exp-20260310120827-5738,assay-20260310120944-3366,0,45559,live,4.0,BF,0,0,30.0,4998.0,748.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045559.png
5738_0000_045573,exp-20260310120827-5738,assay-20260310120944-3366,0,45573,live,4.0,BF,0,0,30.0,4968.0,799.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045573.png
5738_0000_045581,exp-20260310120827-5738,assay-20260310120944-3366,0,45581,live,4.0,BF,0,0,30.0,4588.0,849.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045581.png
5738_0000_045610,exp-20260310120827-5738,assay-20260310120944-3366,0,45610,live,4.0,BF,0,0,30.0,4588.0,951.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045610.png
5738_0000_045628,exp-20260310120827-5738,assay-20260310120944-3366,0,45628,live,4.0,BF,0,0,30.0,4793.0,1002.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045628.png
5738_0000_045629,exp-20260310120827-5738,assay-20260310120944-3366,0,45629,live,4.0,BF,0,0,30.0,4852.0,1001.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045629.png
5738_0000_045644,exp-20260310120827-5738,assay-20260310120944-3366,0,45644,live,4.0,BF,0,0,30.0,4881.0,1053.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045644.png
5738_0000_045659,exp-20260310120827-5738,assay-20260310120944-3366,0,45659,live,4.0,BF,0,0,30.0,4910.0,1103.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045659.png
5738_0000_045661,exp-20260310120827-5738,assay-20260310120944-3366,0,45661,live,4.0,BF,0,0,30.0,5028.0,1103.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_045661.png
5738_0000_049140,exp-20260310120827-5738,assay-20260310120944-3366,0,49140,dead,4.0,BF,0,0,30.0,1100.0,1258.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049140.png
5738_0000_049157,exp-20260310120827-5738,assay-20260310120944-3366,0,49157,dead,4.0,BF,0,0,30.0,397.0,1361.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049157.png
5738_0000_049158,exp-20260310120827-5738,assay-20260310120944-3366,0,49158,dead,4.0,BF,0,0,30.0,455.0,1361.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049158.png
5738_0000_049159,exp-20260310120827-5738,assay-20260310120944-3366,0,49159,dead,4.0,BF,0,0,30.0,514.0,1361.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049159.png
5738_0000_049164,exp-20260310120827-5738,assay-20260310120944-3366,0,49164,dead,4.0,BF,0,0,30.0,807.0,1361.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049164.png
5738_0000_049169,exp-20260310120827-5738,assay-20260310120944-3366,0,49169,dead,4.0,BF,0,0,30.0,1100.0,1361.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049169.png
5738_0000_049180,exp-20260310120827-5738,assay-20260310120944-3366,0,49180,dead,4.0,BF,0,0,30.0,895.0,1411.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049180.png
5738_0000_049193,exp-20260310120827-5738,assay-20260310120944-3366,0,49193,dead,4.0,BF,0,0,30.0,807.0,1462.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049193.png
5738_0000_049197,exp-20260310120827-5738,assay-20260310120944-3366,0,49197,dead,4.0,BF,0,0,30.0,1042.0,1462.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049197.png
5738_0000_049204,exp-20260310120827-5738,assay-20260310120944-3366,0,49204,dead,4.0,BF,0,0,30.0,602.0,1513.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049204.png
5738_0000_049212,exp-20260310120827-5738,assay-20260310120944-3366,0,49212,dead,4.0,BF,0,0,30.0,1071.0,1513.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049212.png
5738_0000_049216,exp-20260310120827-5738,assay-20260310120944-3366,0,49216,dead,4.0,BF,0,0,30.0,456.0,1564.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049216.png
5738_0000_049218,exp-20260310120827-5738,assay-20260310120944-3366,0,49218,dead,4.0,BF,0,0,30.0,573.0,1563.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049218.png
5738_0000_049234,exp-20260310120827-5738,assay-20260310120944-3366,0,49234,dead,4.0,BF,0,0,30.0,660.0,1615.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049234.png
5738_0000_049235,exp-20260310120827-5738,assay-20260310120944-3366,0,49235,dead,4.0,BF,0,0,30.0,720.0,1615.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049235.png
5738_0000_049242,exp-20260310120827-5738,assay-20260310120944-3366,0,49242,live,4.0,BF,0,0,30.0,1130.0,1614.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049242.png
5738_0000_049258,exp-20260310120827-5738,assay-20260310120944-3366,0,49258,dead,4.0,BF,0,0,30.0,367.0,1715.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049258.png
5738_0000_049278,exp-20260310120827-5738,assay-20260310120944-3366,0,49278,dead,4.0,BF,0,0,30.0,691.0,1766.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049278.png
5738_0000_049280,exp-20260310120827-5738,assay-20260310120944-3366,0,49280,dead,4.0,BF,0,0,30.0,807.0,1766.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049280.png
5738_0000_049281,exp-20260310120827-5738,assay-20260310120944-3366,0,49281,dead,4.0,BF,0,0,30.0,866.0,1766.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049281.png
5738_0000_049288,exp-20260310120827-5738,assay-20260310120944-3366,0,49288,live,4.0,BF,0,0,30.0,427.0,1816.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049288.png
5738_0000_049290,exp-20260310120827-5738,assay-20260310120944-3366,0,49290,dead,4.0,BF,0,0,30.0,544.0,1816.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049290.png
5738_0000_049293,exp-20260310120827-5738,assay-20260310120944-3366,0,49293,dead,4.0,BF,0,0,30.0,720.0,1816.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049293.png
5738_0000_049303,exp-20260310120827-5738,assay-20260310120944-3366,0,49303,dead,4.0,BF,0,0,30.0,456.0,1868.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049303.png
5738_0000_049307,exp-20260310120827-5738,assay-20260310120944-3366,0,49307,dead,4.0,BF,0,0,30.0,691.0,1867.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049307.png
5738_0000_049315,exp-20260310120827-5738,assay-20260310120944-3366,0,49315,dead,4.0,BF,0,0,30.0,1159.0,1867.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049315.png
5738_0000_049321,exp-20260310120827-5738,assay-20260310120944-3366,0,49321,live,4.0,BF,0,0,30.0,661.0,1919.0,21.0,112.0,112.0,52.266666666666666,images/5738_0000_049321.png
