sample_id,filepath,label,exp_id,mean_intensity,std_intensity,dynamic_range,pct_zero,sharpness,outlier_mean_intensity,outlier_std_intensity,outlier_dynamic_range,outlier_pct_zero,outlier_sharpness,n_outlier_metrics,outlier_in
5738_0000_045047,images/5738_0000_045047.png,dead,exp-20260310120827-5738,236.67421040038283,30.036561148997045,255.0,0.19939384271813687,503.1675395360058,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_045106,images/5738_0000_045106.png,dead,exp-20260310120827-5738,238.3262108829978,32.369879728959575,255.0,0.18736296591588597,659.3129374988421,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_045123,images/5738_0000_045123.png,dead,exp-20260310120827-5738,245.86411927684426,29.79086100755822,255.0,0.18138691223664016,370.39600577431213,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_045131,images/5738_0000_045131.png,dead,exp-20260310120827-5738,246.9427022069818,29.4309668270044,255.0,0.18341673478338882,568.6900755725824,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_045142,images/5738_0000_045142.png,dead,exp-20260310120827-5738,243.42548187127508,31.232304895125583,255.0,0.20729932827044587,725.1850349227167,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_045157,images/5738_0000_045157.png,dead,exp-20260310120827-5738,243.33431020733653,29.685320960786658,255.0,0.1854066985645933,570.703302454535,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_045179,images/5738_0000_045179.png,live,exp-20260310120827-5738,248.04674480723997,28.941238593077177,255.0,0.17741099549495673,601.956099199167,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_045181,images/5738_0000_045181.png,dead,exp-20260310120827-5738,249.57190135369524,29.837957085619657,255.0,0.18142307462269983,377.5807514087676,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_045198,images/5738_0000_045198.png,dead,exp-20260310120827-5738,238.15509780853057,30.262870745758683,255.0,0.1814592514307364,678.9590821410989,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_045237,images/5738_0000_045237.png,dead,exp-20260310120827-5738,247.08540669856458,28.92931567418872,255.0,0.18740031897926634,517.9385808166608,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_045246,images/5738_0000_045246.png,dead,exp-20260310120827-5738,247.90177823850723,28.950377860092225,255.0,0.17742514253817632,540.9741822753463,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_045260,images/5738_0000_045260.png,dead,exp-20260310120827-5738,242.34261049861442,29.557681859723345,255.0,0.18541039494407782,570.4330472446035,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_045272,images/5738_0000_045272.png,dead,exp-20260310120827-5738,229.360223307746,30.65167676515562,255.0,0.20137573522081548,204.38233532675386,True,False,False,False,False,1,mean_intensity
5738_0000_045290,images/5738_0000_045290.png,live,exp-20260310120827-5738,243.5343621029966,28.49496930779421,255.0,0.1794365691727974,297.74460190662893,True,False,False,False,False,1,mean_intensity
5738_0000_045305,images/5738_0000_045305.png,live,exp-20260310120827-5738,237.9233023645281,29.799985155695012,255.0,0.1854140914709518,284.6581957661262,True,False,False,False,False,1,mean_intensity
5738_0000_045350,images/5738_0000_045350.png,dead,exp-20260310120827-5738,235.7559166583591,31.068765460734753,255.0,0.19340045857840696,333.6316874862713,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_045353,images/5738_0000_045353.png,live,exp-20260310120827-5738,246.31143586267396,28.237507567304245,255.0,0.1874077913792416,288.44602752163377,True,False,False,False,False,1,mean_intensity
5738_0000_045354,images/5738_0000_045354.png,live,exp-20260310120827-5738,239.89548073281102,27.006504677360727,255.0,0.18140860793812172,398.8960434163367,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_045361,images/5738_0000_045361.png,live,exp-20260310120827-5738,209.1011981897566,38.183688470763755,255.0,0.23325823880061403,288.46539438031846,False,True,False,True,False,2,"std_intensity,pct_zero"
5738_0000_045366,images/5738_0000_045366.png,live,exp-20260310120827-5738,241.20189834293805,30.939432688241812,255.0,0.197411713094977,369.7245260671596,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_045369,images/5738_0000_045369.png,live,exp-20260310120827-5738,237.8556049520544,29.61958563192053,255.0,0.1953709056836985,347.26822111833815,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_045373,images/5738_0000_045373.png,dead,exp-20260310120827-5738,234.20678446075303,29.258663285121223,255.0,0.18746011486917677,223.68104741309926,True,False,False,False,False,1,mean_intensity
5738_0000_045384,images/5738_0000_045384.png,live,exp-20260310120827-5738,232.96951389719663,27.52748335261711,255.0,0.17745344339434543,193.67593513971715,True,False,False,False,False,1,mean_intensity
5738_0000_045387,images/5738_0000_045387.png,live,exp-20260310120827-5738,245.39193284683176,28.320604532144312,255.0,0.18343502013797502,253.97935403746584,True,False,False,False,False,1,mean_intensity
5738_0000_045391,images/5738_0000_045391.png,live,exp-20260310120827-5738,250.13796610169493,27.661938106204218,255.0,0.18943170488534397,335.291221103613,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_045444,images/5738_0000_045444.png,dead,exp-20260310120827-5738,225.23351347039704,30.553276309213473,255.0,0.18545476299678945,122.80580400932993,True,False,False,False,False,1,mean_intensity
5738_0000_045449,images/5738_0000_045449.png,live,exp-20260310120827-5738,231.98684289217152,32.415064178692695,255.0,0.19137611386878775,136.7866481014158,True,False,False,False,False,1,mean_intensity
5738_0000_045514,images/5738_0000_045514.png,live,exp-20260310120827-5738,245.31881081512202,28.15920118219679,255.0,0.1774605200191418,360.40336867242996,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_045549,images/5738_0000_045549.png,live,exp-20260310120827-5738,228.49078396169958,25.06665609926878,255.0,0.17753840015958508,268.05044186947407,True,False,False,False,False,1,mean_intensity
5738_0000_045551,images/5738_0000_045551.png,live,exp-20260310120827-5738,248.57623367560564,25.886096392712876,255.0,0.1854251819359984,379.61694927061023,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_045559,images/5738_0000_045559.png,live,exp-20260310120827-5738,250.60383603158147,26.429539917082117,255.0,0.1914028231916421,259.98629747675653,True,False,False,False,False,1,mean_intensity
5738_0000_045573,images/5738_0000_045573.png,live,exp-20260310120827-5738,241.8001555520102,28.831218468867096,255.0,0.1954371410338226,181.65658187853066,True,False,False,False,False,1,mean_intensity
5738_0000_045581,images/5738_0000_045581.png,live,exp-20260310120827-5738,242.60518812433952,29.40624832637895,255.0,0.19141427232668037,183.9833242755712,True,False,False,False,False,1,mean_intensity
5738_0000_045610,images/5738_0000_045610.png,live,exp-20260310120827-5738,240.95851275917065,28.38133774574193,255.0,0.1854066985645933,174.7731155472783,True,False,False,False,False,1,mean_intensity
5738_0000_045628,images/5738_0000_045628.png,live,exp-20260310120827-5738,245.6940118447028,27.322974368627225,255.0,0.17946519372270633,133.94786448009305,True,False,False,False,False,1,mean_intensity
5738_0000_045629,images/5738_0000_045629.png,live,exp-20260310120827-5738,230.61764588568465,26.6619367440725,255.0,0.18347891986757608,160.0064763225025,True,False,False,False,False,1,mean_intensity
5738_0000_045644,images/5738_0000_045644.png,live,exp-20260310120827-5738,242.195520810482,27.75798220928844,255.0,0.1874638533793351,124.41227577373249,True,False,False,False,False,1,mean_intensity
5738_0000_045659,images/5738_0000_045659.png,live,exp-20260310120827-5738,239.09254678210908,26.57888282525649,255.0,0.1855324582053226,150.11719540764685,True,False,False,False,False,1,mean_intensity
5738_0000_045661,images/5738_0000_045661.png,live,exp-20260310120827-5738,233.80885432246484,27.970528080364208,255.0,0.1854621597367634,125.29778134265074,True,False,False,False,False,1,mean_intensity
5738_0000_049140,images/5738_0000_049140.png,dead,exp-20260310120827-5738,232.55769077426044,28.921417843407102,255.0,0.18339845307391756,494.0596880015302,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_049157,images/5738_0000_049157.png,dead,exp-20260310120827-5738,201.20458173690932,32.91609092688245,255.0,0.20953065134099616,466.05390365359915,False,False,False,False,True,1,sharpness
5738_0000_049158,images/5738_0000_049158.png,dead,exp-20260310120827-5738,201.14574729155444,32.73728547175774,255.0,0.19353165339877498,380.0001289716183,False,False,False,False,True,1,sharpness
5738_0000_049159,images/5738_0000_049159.png,dead,exp-20260310120827-5738,202.28530966390744,33.41094837980399,255.0,0.20544529769622022,404.8210573550731,False,True,False,False,True,2,"std_intensity,sharpness"
5738_0000_049164,images/5738_0000_049164.png,dead,exp-20260310120827-5738,219.16671984047858,32.46367125348752,255.0,0.18145563310069793,419.30600944604475,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_049169,images/5738_0000_049169.png,dead,exp-20260310120827-5738,213.5531045751634,73.5730547060787,255.0,1.0971055088702146,1550.9803067060157,True,True,False,True,True,4,"mean_intensity,std_intensity,pct_zero,sharpness"
5738_0000_049180,images/5738_0000_049180.png,dead,exp-20260310120827-5738,215.85613419231305,31.471708286031987,255.0,0.20344256736541874,490.65209638802077,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_049193,images/5738_0000_049193.png,dead,exp-20260310120827-5738,218.325841128019,30.920991323476766,255.0,0.18747133084701142,355.3687730251329,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_049197,images/5738_0000_049197.png,dead,exp-20260310120827-5738,224.82716049382717,30.327939662094753,255.0,0.18747880891122679,616.6312479963315,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_049204,images/5738_0000_049204.png,dead,exp-20260310120827-5738,198.76401021100077,35.54826973188277,255.0,0.18547325595309322,347.3911799658842,False,True,False,False,True,2,"std_intensity,sharpness"
5738_0000_049212,images/5738_0000_049212.png,dead,exp-20260310120827-5738,218.82075565746186,32.5883165704954,255.0,0.18741900109660053,434.16407594569205,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_049216,images/5738_0000_049216.png,dead,exp-20260310120827-5738,218.91465943531665,29.047303961137846,255.0,0.18743021215504865,368.09163158554986,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_049218,images/5738_0000_049218.png,dead,exp-20260310120827-5738,213.73167959480747,31.786990414145528,255.0,0.20738200163512732,424.05523880177884,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_049234,images/5738_0000_049234.png,dead,exp-20260310120827-5738,210.99926222807122,32.77020054260226,255.0,0.20139179677374328,311.9465394114322,True,False,False,False,False,1,mean_intensity
5738_0000_049235,images/5738_0000_049235.png,dead,exp-20260310120827-5738,222.9723662174017,31.91196997443562,255.0,0.20137172023287345,448.952777374014,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_049242,images/5738_0000_049242.png,live,exp-20260310120827-5738,223.7662697700393,31.70172015710419,255.0,0.1974510859809729,562.8709524832365,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_049258,images/5738_0000_049258.png,dead,exp-20260310120827-5738,195.1052012050356,35.07797803046608,255.0,0.19551902320292083,277.3952130978446,False,True,False,False,False,1,std_intensity
5738_0000_049278,images/5738_0000_049278.png,dead,exp-20260310120827-5738,209.3827857085892,35.12705110905848,255.0,0.20336549964111972,466.79977074818044,False,True,False,False,True,2,"std_intensity,sharpness"
5738_0000_049280,images/5738_0000_049280.png,dead,exp-20260310120827-5738,218.2956145424087,32.00205627331464,255.0,0.20541252019225018,323.53622888790477,True,False,False,False,False,1,mean_intensity
5738_0000_049281,images/5738_0000_049281.png,dead,exp-20260310120827-5738,213.5640580750668,31.897330705621894,255.0,0.1894619281241275,541.6734922460255,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_049288,images/5738_0000_049288.png,live,exp-20260310120827-5738,204.2126573189461,32.57312098121175,255.0,0.22538245208129723,541.0445933395264,False,False,False,True,True,2,"pct_zero,sharpness"
5738_0000_049290,images/5738_0000_049290.png,dead,exp-20260310120827-5738,209.0824291982449,33.31792446938764,255.0,0.19146390107698447,465.917293814615,False,True,False,False,True,2,"std_intensity,sharpness"
5738_0000_049293,images/5738_0000_049293.png,dead,exp-20260310120827-5738,211.18575789620704,29.685685117840002,255.0,0.19752987888824597,436.0779110471334,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_049303,images/5738_0000_049303.png,dead,exp-20260310120827-5738,206.9004207293972,33.557699177932626,255.0,0.19939781858786468,461.317411315585,False,True,False,False,True,2,"std_intensity,sharpness"
5738_0000_049307,images/5738_0000_049307.png,dead,exp-20260310120827-5738,220.4389198029478,29.4962491515951,255.0,0.1795009872554299,479.5948730369258,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_049315,images/5738_0000_049315.png,dead,exp-20260310120827-5738,224.57735329890534,32.27418035584413,255.0,0.183438677646402,565.6514948971416,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_049321,images/5738_0000_049321.png,live,exp-20260310120827-5738,216.5554314660072,32.166784510906574,255.0,0.20541252019225018,506.63368994487115,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_049349,images/5738_0000_049349.png,dead,exp-20260310120827-5738,230.2692453394477,30.737952678093507,255.0,0.17744990529358987,666.7025423199073,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_049351,images/5738_0000_049351.png,dead,exp-20260310120827-5738,228.90847836054462,31.580146927561543,255.0,0.19137611386878775,653.0454768104975,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_049366,images/5738_0000_049366.png,dead,exp-20260310120827-5738,228.5659455687369,32.10614704691632,255.0,0.18343136277539626,523.8352031630603,True,False,False,False,True,2,"mean_intensity,sharpness"
